NumeroTicket|ItemID|Item|Resumen|Ubicacion|ModoReporte|Estado|FechaCreacion|FechaTermino|FechaCierre|Prioridad
WO0000005676145|56|CONTADOR DE BILLETES|REPARAR|MALL AVENTURA PLAZA AREQUIPA - 215011|Web HD|Rechazado|2025-10-07|||1
WO0000005676148|5|AIRE ACONDICIONADO|REPARAR|ICA - 380000|Web HD|Cerrado|2025-10-07|14-10-25|17/10/2025|1
WO0000005675780|185|PRE INDECI|REALIZAR - PRE REGULATORIO|LAS ALONDRAS - 191044|Web HD|En Curso|2025-10-07|||3
WO0000005676140|123|INODOROS|DESATORAR|RAUL FERRERO - 193012|Web HD|Cerrado|2025-10-07|14-10-25|17/10/2025|3
WO0000005675709|128|LAMPARA DE EMERGENCIA|REPARAR|SAN CAMILO - 215006|Web HD|Cerrado|2025-10-07|08-10-25|11/10/2025|2
WO0000005674244|108|FOCO FLOURESCENTES|CAMBIAR|CAYMA - 215002|Web HD|Cerrado|2025-10-07|09-10-25|12/10/2025|2
WO0000005674251|190|PUERTA / MAMPARA CERRADURA|APERTURAR|PARQUE INDUSTRIAL (AREQUIPA) - 215005|Web HD|En Curso|2025-10-07|||2
WO0000005675713|231|STICKER|REPONER|SAN CAMILO - 215006|Web HD|Cerrado|2025-10-07|08-10-25|11/10/2025|3
WO0000005673499|139|LONCHERA CERRADURA|REEMPLAZAR|LUREN - 380004|Web HD|Cerrado|2025-10-07|27-10-25|30/10/2025|1
WO0000005675728|232|TABLERO ELECTRICO|REVISAR|MERCADO CENTRAL - 191002|Web HD|Rechazado|2025-10-07|||3
WO0000005676199|139|LONCHERA CERRADURA|DUPLICADO DE LLAVE|PUNTO BCP SANTA CLARA - 191173|Web HD|Rechazado|2025-10-07|||2
WO0000005674846|5|AIRE ACONDICIONADO|REPARAR|COLONIAL - 192035|Web HD|Cerrado|2025-10-07|08-10-25|11/10/2025|3
WO0000005673368|56|CONTADOR DE BILLETES|REPARAR|AYACUCHO - 220000|Web HD|Cerrado|2025-10-07|12-10-25|15/10/2025|2
WO0000005673467|5|AIRE ACONDICIONADO|REPARAR|CHOSICA - 191075|Web HD|Cerrado|2025-10-07|09-10-25|12/10/2025|1
WO0000005674873|16|ATRIL|REPARAR|MUSA - 193050|Web HD|Cerrado|2025-10-07|07-10-25|10/10/2025|3
WO0000005674220|56|CONTADOR DE BILLETES|REPARAR|JACOBO HUNTER - 215022|Web HD|Cerrado|2025-10-07|21-10-25|24/10/2025|2
WO0000005673870|56|CONTADOR DE BILLETES|REPARAR|MUSA - 193050|Web HD|Cerrado|2025-10-07|09-10-25|12/10/2025|2
WO0000005674899|226|SISTEMA DE AUDIO|REPARAR|MALL AVENTURA PLAZA SANTA ANITA - 191118|Web HD|Rechazado|2025-10-07|||3
WO0000005674226|108|FOCO FLOURESCENTES|CAMBIAR|QUILLABAMBA - 505000|Web HD|En Curso|2025-10-07|21-10-25|21/10/2025|1
WO0000005673477|221|SILLAS|REPARAR|MALL AVENTURA PLAZA AREQUIPA - 215011|Web HD|En Curso|2025-10-07|||3
WO0000005674864|64|CREDENZA|REPARAR|LA PLANICIE - 193045|Web HD|Cerrado|2025-10-07|14-10-25|17/10/2025|1
WO0000005674241|5|AIRE ACONDICIONADO|REPARAR|PARQUE INDUSTRIAL (AREQUIPA) - 215005|Web HD|Cerrado|2025-10-07|07-10-25|10/10/2025|2
WO0000005675266|108|FOCO FLOURESCENTES|CAMBIAR|SAN CAMILO - 215006|Web HD|Cerrado|2025-10-07|08-10-25|11/10/2025|1
WO0000005674225|111|GRIFERIA|REVISAR|CHINCHA - 315000|Web HD|En Curso|2025-10-07|||2
WO0000005678242|117|IMANTADO|CONFECCIONAR|ALTO DE LA ALIANZA - 540004|Web HD|Cerrado|2025-10-08|20-10-25|23/10/2025|3
WO0000005677715|225|SIRENA|REPARAR|ILO - 385000|Web HD|En Curso|2025-10-08|||3
WO0000005680622|190|PUERTA / MAMPARA CERRADURA|REEMPLAZAR|CHINCHA - 315000|Web HD|En Curso|2025-10-08|13-10-25|13/10/2025|2
WO0000005677944|123|INODOROS|REVISAR|LA RAMBLA BRASIL - 191166|Web HD|Cerrado|2025-10-08|13-10-25|16/10/2025|1
WO0000005680356|56|CONTADOR DE BILLETES|REPARAR|ALTO DE LA ALIANZA - 540004|Web HD|Cerrado|2025-10-08|20-10-25|23/10/2025|2
WO0000005677946|56|CONTADOR DE BILLETES|REPARAR|JACOBO HUNTER - 215022|Web HD|Cerrado|2025-10-08|12-10-25|15/10/2025|2
WO0000005678599|221|SILLAS|REPARAR|BOLOGNESI - 540002|Web HD|En Curso|2025-10-08|||1
WO0000005678808|21|BOMBAS DE AGUA|REVISAR|LA MERCED (AREQUIPA) - 215003|Web HD|Cerrado|2025-10-08|23-10-25|26/10/2025|2
WO0000005678825|74|DISPENSADOR DE JABON LIQUIDO|REPARAR|PISCO - 470000|Web HD|En Curso|2025-10-08|||3
WO0000005678208|206|REFLECTOR / LAMPARAS|CAMBIAR|LARAPA - 285005|Web HD|Cerrado|2025-10-08|09-10-25|12/10/2025|1
WO0000005679543|32|CAJA BUZON|REPROGRAMAR|LA NEGRITA - 215004|Web HD|Cerrado|2025-10-08|15-10-25|18/10/2025|1
WO0000005679504|73|DISPENSADOR DE AGUA|REPARAR|CUAJONE - 430001|Web HD|Cerrado|2025-10-08|19-10-25|22/10/2025|2
WO0000005679557|108|FOCO FLOURESCENTES|CAMBIAR|CAMANA - 250000|Web HD|En Curso|2025-10-08|||2
WO0000005677755|190|PUERTA / MAMPARA CERRADURA|APERTURAR|SAN CAMILO - 215006|Web HD|Cerrado|2025-10-08|13-10-25|16/10/2025|3
WO0000005678819|108|FOCO FLOURESCENTES|CAMBIAR|ALTO DE LA ALIANZA - 540004|Web HD|En Curso|2025-10-08|||1
WO0000005680326|107|FOCO DICROICOS|CAMBIAR|COLONIAL - 192035|Web HD|Cerrado|2025-10-08|15-10-25|18/10/2025|3
WO0000005678502|190|PUERTA / MAMPARA CERRADURA|REEMPLAZAR|CHINCHA - 315000|Web HD|Cerrado|2025-10-08|14-10-25|17/10/2025|3
WO0000005678510|117|IMANTADO|CONFECCIONAR|MALL AVENTURA PLAZA AREQUIPA - 215011|Web HD|Cerrado|2025-10-08|15-10-25|18/10/2025|2
WO0000005678894|56|CONTADOR DE BILLETES|REPARAR|JACOBO HUNTER - 215022|Web HD|Rechazado|2025-10-08|||3
WO0000005679298|86|EQUIPOS MEDICOS|REPARAR|LOS RUISE ORES - 191115|Web HD|Cerrado|2025-10-08|12-10-25|15/10/2025|3
WO0000005678214|190|PUERTA / MAMPARA CERRADURA|DUPLICADO DE LLAVE|BOLOGNESI - 540002|Web HD|En Curso|2025-10-08|||2
WO0000005679253|113|GRUPO ELECTROGENO|REVISAR|JULIACA - 405000|Web HD|En Curso|2025-10-08|||1
WO0000005678803|251|TUBERIA DE AGUA|REPARAR|BOLOGNESI - 540002|Web HD|En Curso|2025-10-08|||1
WO0000005680351|249|TOMACORRIENTES|REVISAR|CONSTRUCTORES - 193005|Web HD|Cerrado|2025-10-08|14-10-25|17/10/2025|3
WO0000005678811|190|PUERTA / MAMPARA CERRADURA|REEMPLAZAR|LA MERCED (AREQUIPA) - 215003|Web HD|En Curso|2025-10-08|||2
WO0000005678805|251|TUBERIA DE AGUA|REPARAR|BOLOGNESI - 540002|Web HD|En Curso|2025-10-08|||1
WO0000005678594|117|IMANTADO|CONFECCIONAR|MALL AVENTURA PLAZA AREQUIPA - 215011|Web HD|Cerrado|2025-10-08|15-10-25|18/10/2025|2
WO0000005678821|56|CONTADOR DE BILLETES|REPARAR|ALTO DE LA ALIANZA - 540004|Web HD|Rechazado|2025-10-08|||1
WO0000005680375|5|AIRE ACONDICIONADO|REPARAR|SICUANI - 533000|Web HD|En Curso|2025-10-08|||1
WO0000005680333|92|ESCRITORIO|REPONER VIDRIO|MARIANO MELGAR - 215014|Web HD|En Curso|2025-10-08|||2
WO0000005677920|128|LAMPARA DE EMERGENCIA|REPARAR|LA RAMBLA BRASIL - 191166|Web HD|Cerrado|2025-10-08|15-10-25|18/10/2025|3
WO0000005677950|30|CABLEADO|ORDENAR|MALL AVENTURA PLAZA AREQUIPA - 215011|Web HD|Rechazado|2025-10-08|||3
WO0000005680364|188|PUERTA / MAMPARA|REPARAR|ELIO - 191067|Web HD|Cerrado|2025-10-08|17-10-25|20/10/2025|3
WO0000005676799|154|OFICINA|FUMIGAR|MALL AVENTURA PLAZA SANTA ANITA - 191118|Web HD|Cerrado|2025-10-08|26-10-25|29/10/2025|2
WO0000005679552|41|CAJONERA|REPARAR|MALL AVENTURA PLAZA AREQUIPA - 215011|Web HD|Cerrado|2025-10-08|14-10-25|17/10/2025|2
WO0000005677982|43|CAJONERA CERRADURA|REEMPLAZAR|BUSTAMANTE Y RIVERO - 215010|Web HD|Cerrado|2025-10-08|26-10-25|29/10/2025|3
WO0000005680340|56|CONTADOR DE BILLETES|REPARAR|CERRO COLORADO - 215013|Web HD|Cerrado|2025-10-08|23-10-25|26/10/2025|1
WO0000005678258|190|PUERTA / MAMPARA CERRADURA|REEMPLAZAR|LA NEGRITA - 215004|Web HD|Cerrado|2025-10-08|16-10-25|19/10/2025|2
WO0000005680320|117|IMANTADO|CONFECCIONAR|ALTO DE LA ALIANZA - 540004|Web HD|Rechazado|2025-10-08|||1
WO0000005680376|32|CAJA BUZON|APERTURAR|ANDAHUAYLAS - 205000|Web HD|Rechazado|2025-10-08|||2
WO0000005679293|108|FOCO FLOURESCENTES|CAMBIAR|LOS RUISE ORES - 191115|Web HD|Rechazado|2025-10-08|||3
WO0000005679577|5|AIRE ACONDICIONADO|REPARAR|NAZCA - 440000|Web HD|Cerrado|2025-10-08|21-10-25|24/10/2025|3
WO0000005679996|188|PUERTA / MAMPARA|REPARAR|BUSTAMANTE Y RIVERO - 215010|Web HD|Cerrado|2025-10-08|26-10-25|29/10/2025|1
WO0000005678843|69|DETECTOR DE BILLETES|REPARAR|PISCO - 470000|Web HD|Rechazado|2025-10-08|||1
WO0000005680398|216|SENSOR DE PARED|REPARAR|SICUANI - 533000|Web HD|Cerrado|2025-10-08|16-10-25|19/10/2025|1
WO0000005678840|30|CABLEADO|REVISAR|LA MERCED (AREQUIPA) - 215003|Web HD|En Curso|2025-10-08|||1
WO0000005678589|219|SEPARADORES|REPARAR|CAPON - 191095|Web HD|Cerrado|2025-10-08|15-10-25|18/10/2025|3
WO0000005678213|69|DETECTOR DE BILLETES|REPARAR|SOCABAYA - 215017|Web HD|Cerrado|2025-10-08|19-10-25|22/10/2025|2
WO0000005678595|106|FOCO AHORRADOR|CAMBIAR|BOLOGNESI - 540002|Web HD|En Curso|2025-10-08|||1
WO0000005676798|154|OFICINA|FUMIGAR|MERCADO CENTRAL - 191002|Web HD|Cerrado|2025-10-08|15-10-25|18/10/2025|2
WO0000005677960|198|PULSADOR INALAMBRICO|REPARAR|JACOBO HUNTER - 215022|Web HD|Cerrado|2025-10-08|09-10-25|12/10/2025|1
WO0000005683523|35|CAJA PULMON|APERTURAR|ANDAHUAYLAS - 205000|Web HD|Terminado|2025-10-09|28-10-25|28/10/2025|1
WO0000005683170|136|LLAVE SHUNT|REPARAR|VENEZUELA - 191026|Web HD|Cerrado|2025-10-09|12-10-25|15/10/2025|3
WO0000005682714|56|CONTADOR DE BILLETES|REPARAR|MALL AVENTURA PLAZA AREQUIPA - 215011|Web HD|Cerrado|2025-10-09|23-10-25|26/10/2025|2
WO0000005682272|55|CONTACTO MAGNETICO|REPARAR|VITARTE - 191043|Web HD|En Curso|2025-10-09|||3
WO0000005683163|159|PANEL CONTRA INCENDIO|REPARAR|LA RAMBLA BRASIL - 191166|Web HD|Cerrado|2025-10-09|16-10-25|19/10/2025|2
WO0000005681843|221|SILLAS|REPARAR|ARGENTINA - 191014|Web HD|En Curso|2025-10-09|||3
WO0000005683579|111|GRIFERIA|REVISAR|QUILLABAMBA - 505000|Web HD|En Curso|2025-10-09|||2
WO0000005683161|108|FOCO FLOURESCENTES|CAMBIAR|MESA REDONDA - 191069|Web HD|Cerrado|2025-10-09|13-10-25|16/10/2025|2
WO0000005682747|107|FOCO DICROICOS|CAMBIAR|LA RAMBLA BRASIL - 191166|Web HD|Cerrado|2025-10-09|15-10-25|18/10/2025|2
WO0000005681830|21|BOMBAS DE AGUA|REVISAR|ILO - 385000|Web HD|En Curso|2025-10-09|||3
WO0000005682712|108|FOCO FLOURESCENTES|CAMBIAR|RAUL FERRERO - 193012|Web HD|Cerrado|2025-10-09|14-10-25|17/10/2025|1
WO0000005684364|56|CONTADOR DE BILLETES|REPARAR|CUSCO - 285000|Web HD|Cerrado|2025-10-09|21-10-25|24/10/2025|3
WO0000005681804|5|AIRE ACONDICIONADO|REPARAR|MUSA - 193050|Web HD|Cerrado|2025-10-09|20-10-25|23/10/2025|2
WO0000005681868|59|CORTE DE ENERGIA|REVISAR|UMACOLLO - 215009|Web HD|Cerrado|2025-10-09|17-10-25|20/10/2025|2
WO0000005682299|56|CONTADOR DE BILLETES|REPARAR|MARIANO MELGAR - 215014|Web HD|Cerrado|2025-10-09|19-10-25|22/10/2025|1
WO0000005681872|123|INODOROS|REVISAR|ARGENTINA - 191014|Web HD|Cerrado|2025-10-09|15-10-25|18/10/2025|3
WO0000005682265|56|CONTADOR DE BILLETES|REPARAR|MARIANO MELGAR - 215014|Web HD|Cerrado|2025-10-09|19-10-25|22/10/2025|1
WO0000005683150|103|EXTRACTOR DE AIRE|REPARAR|TACNA - 540000|Web HD|En Curso|2025-10-09|||1
WO0000005681874|108|FOCO FLOURESCENTES|CAMBIAR|ARGENTINA - 191014|Web HD|Cerrado|2025-10-09|15-10-25|18/10/2025|2
WO0000005683537|121|INODORO FLUXOMETRO|REVISAR|TACNA - 540000|Web HD|En Curso|2025-10-09|||3
WO0000005682231|108|FOCO FLOURESCENTES|CAMBIAR|MOLICENTRO - 193004|Web HD|Cerrado|2025-10-09|09-10-25|12/10/2025|2
WO0000005684324|218|SE?ALETICA INTERNA|REPONER|LOS DAMASCOS - 193038|Web HD|Rechazado|2025-10-09|||1
WO0000005683552|231|STICKER|REPONER|IMPERIAL - 255001|Web HD|Rechazado|2025-10-09|||1
